StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,Q1,Q2,Q3,Q4,Q5,Q6,Q7_1,Q7_2,Q7_3,Q8_1,Q8_2,Q8_3,Q9_1,Q9_2,Q9_3,Q10_1,Q11_1,Q12_1,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q13_10,Q14,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q16_9,Q17_1,Q17_2,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q19_1,Q19_2,Q19_5,Q19_3,Q19_4,Q20_1,Q20_2,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_7,Q21_6,Q21_8,Q21_9,Q22_1,Q22_3,Q22_14,Q22_6,Q22_7,Q22_19,Q22_20,Q22_22,Q22_8,Q22_15,Q22_25,Q22_16,Q22_DO_1,Q22_DO_3,Q22_DO_14,Q22_DO_6,Q22_DO_7,Q22_DO_19,Q22_DO_20,Q22_DO_22,Q22_DO_8,Q22_DO_15,Q22_DO_25,Q22_DO_16,Q23,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q24_8,Q24_9,Q24_10,Q24_11,Q24_12,Q25,Q26,Q27,Q28,Q30,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39_1,Q39_2,Q39_3,Q40_1,Q41,Q42,Q43_1,Q43_2,Q43_3,Q43_4,Q43_5,Q43_6,Q43_7,Q43_8,Q43_9,Q43_10,Q43_11,Q44_1,Q44_2,Q44_3,Q44_4,Q45_1,Q46_1,Q47,Q47_14_TEXT,Q48,Q49,Q50,Q51,Q53,Q54_1,Q54_2,Q54_3,Q54_4,Q55,Q55_6_TEXT,Q56_1,Q56_4,Q57_1,Q57_2,Q57_3,Q57_4,Q57_5,Q58,Q59,Q60,Q61_1,Q61_2,Q61_3,Q61_4,Q61_5,Q61_6,Q61_7,Q61_7_TEXT,Q61_DO_1,Q61_DO_2,Q61_DO_3,Q61_DO_4,Q61_DO_5,Q61_DO_6,Q61_DO_7,Q62,Q63_1,Q63_2,Q63_3,Q63_4,Q63_5,Q63_6,Q64,Q64_DO_1,Q64_DO_2,Q64_DO_3,Q64_DO_4,Q64_DO_5,Q64_DO_6,Q65,FL_50_DO_SocialMedia,FL_50_DO_Time,FL_49_DO_LACMovation_Control,FL_49_DO_LACMotivations_Business,FL_49_DO_LACMotivations_Fulfillment,TheCovids_DO_Q12,TheCovids_DO_Q10,TheCovids_DO_Q11,TwoStateSolution_DO_Q41,TwoStateSolution_DO_Q42
3/21/2021 18:12,3/21/2021 18:23,100,628,1,3/21/2021 18:23,1,1,6,2,2,5,,,,,,,,,,,99,10,1,1,1,1,,1,,1,,,2,4,3,3,4,4,3,5,1,3,1,0,7,2,3,3,4,3,3,1,1,,,1,,0,1,0,2,,75,81,5,10,5,9,8,0,10,,0,27,10,51,25,61,20,50,61,64,66,16,8,6,10,11,3,2,1,5,4,12,8,7,9,3,,,,,,,,,,,,1,3,3,4,,4,,3,5,1,5,3,5,4,1,1,74,3,,,,,,,,,1,,,,2,0,,2,3.2,60,12,,2,4,1,1,1,1,,,,1,,80,18,1,,,,,4,4,2,,,,1,,,,,3,4,2,6,5,1,7,2,1,,,,,,1,1,4,5,3,2,6,2,2,1,,1,,2,,1,1,
3/21/2021 18:10,3/21/2021 18:23,100,812,1,3/21/2021 18:23,1,2,8,2,2,3,,,,,,,,,,80,,1,1,1,1,1,,1,1,1,1,1,2,4,4,2,4,3,3,5,1,,3,2,7,1,10,2,1,5,4,,1,1,,1,1,4,1,,4,,72,39,9,5,0,7,,,5,4,4,,14,15,33,50,100,36,47,2,50,42,50,7,11,2,9,10,4,3,12,1,6,8,5,3,1,,,,,,,1,,1,,,3,1,4,,2,,3,1,3,5,1,5,1,1,1,11,,1,,,,1,,,,1,,,1,,,1,3,3.6,91,11,,2,1,1,1,2,,1,,,1,,19,72,1,,,,,3,4,2,1,,,,,,1,Leftist,6,3,1,2,5,4,7,1,,1,,,1,,6,1,2,6,3,5,4,2,2,1,,1,,2,1,,,1
3/21/2021 18:09,3/21/2021 18:23,100,865,1,3/21/2021 18:23,1,1,8,2,2,4,,,,,,,,,,,85,0,,1,1,1,,1,1,1,,1,2,5,2,3,4,3,5,5,2,0,0,0,6,2,5,3,5,4,6,1,,1,1,1,1,,,3,,4,40,61,7,9,5,10,4,0,3,7,6,0,10,3,25,60,100,20,60,0,50,90,50,10,8,5,2,3,9,4,7,11,1,6,12,4,1,,,1,,,1,1,1,1,,,2,2,4,,1,,2,2,2,4,2,2,1,1,1,40,,1,,,,1,1,,,,,,,3,1,0,3,3.6,90,11,,2,2,1,1,2,,1,,,3,,30,72,1,,,,,2,4,2,,,,,,,1,Leftist,3,6,4,5,1,2,7,4,,,1,,,,6,2,5,4,1,3,6,2,1,2,,1,,2,,1,,1
3/16/2021 14:10,3/21/2021 18:23,100,447175,1,3/21/2021 18:23,1,1,6,2,1,3,,,,,,,,,,,70,0,1,,1,1,,,,1,,1,3,2,3,3,4,3,2,2,3,,2,2,9,,6,2,2,2,4,1,1,,,1,1,3,1,5,2,0,80,60,5,0,3,10,9,7,0,10,10,80,30,70,20,80,20,40,70,70,100,4,50,9,12,5,7,4,1,3,2,11,10,6,8,1,,,,1,,,,,,1,,,2,2,4,2,,,1,1,2,5,2,4,4,2,4,84,,1,1,,1,1,,,,,,,,5,2,10,4,3.9,90,13,,2,2,1,1,2,,1,,,1,,23,74,1,,,,,5,4,2,,,,1,,,,,6,4,1,2,3,5,7,3,1,,,,,,1,2,6,1,3,5,4,3,2,1,1,,,2,,1,,1
3/21/2021 18:11,3/21/2021 18:25,100,891,1,3/21/2021 18:25,1,1,1,1,2,2,5,5,1,,,,,,,,90,0,1,1,1,1,,1,1,1,,1,2,4,2,1,4,4,5,5,1,0,4,3,7,0,3,1,1,1,5,1,1,1,,1,1,6,1,7,5,2,100,100,10,3,7,10,10,10,10,10,10,0,70,34,100,100,100,100,100,0,100,100,2,10,3,8,2,5,11,9,12,7,4,1,6,3,,,1,,,,,,,1,,,2,2,2,,,2,2,1,1,5,2,3,1,1,1,55,1,,1,,,,,1,,,,,,3,10,6,2,3,96,6,,2,3,1,1,2,,1,,,1,,13,87,1,,,,,4,4,2,,1,,,,,,,5,6,2,4,1,3,7,4,,,,,1,,5,3,4,6,2,5,1,1,2,1,,,1,2,,1,1,
3/21/2021 18:13,3/21/2021 18:26,100,781,1,3/21/2021 18:26,1,3,2,1,2,3,5,5,1,,,,,,,61,,1,1,,1,1,,,,1,,,2,2,2,1,3,4,4,4,1,0,,,2,5,8,4,3,5,6,1,1,,1,,1,,2,3,4,,60,50,6,4,5,7,6,6,4,6,6,1,64,57,72,78,67,12,38,28,31,65,54,6,11,2,10,3,12,5,7,9,8,4,1,2,1,,,,,,,1,,1,,,1,3,3,1,,,2,3,2,2,2,4,4,2,2,67,,2,,,,1,1,1,,,,,,3,3,4,4,3.4,62,13,,2,4,2,2,2,,1,,,1,,6,92,1,,,,,4,4,2,,1,,,,,,,1,6,4,3,5,2,7,1,,,1,1,,,6,5,1,2,6,4,3,3,2,1,1,,,2,1,,,1
3/21/2021 18:20,3/21/2021 18:26,100,351,1,3/21/2021 18:26,1,4,1,1,2,3,5,4,2,,,,,,,66,,0,,,,,,,,1,,,3,3,3,4,5,3,4,4,8,5,3,6,9,0,5,10,9,4,4,1,,,,,,6,7,2,2,1,48,40,8,5,5,3,,7,5,5,9,9,81,80,69,78,98,5,44,9,50,49,45,5,2,8,3,9,10,12,7,4,6,1,11,4,1,1,,1,,,,,,,,,1,1,2,,,2,3,3,4,4,3,4,3,3,3,44,1,,,,,,1,,,,,,,5,0,10,3,3.2,32,2,,1,2,4,2,2,,1,,,1,,8,89,,1,,,,2,1,1,1,1,,,,,,,2,3,5,4,1,6,7,2,,,1,1,,,4,6,1,5,2,4,3,1,2,1,,,1,2,1,,1,
3/21/2021 18:21,3/21/2021 18:31,100,624,1,3/21/2021 18:31,1,3,3,2,2,3,4,4,2,,,,,,,,76,0,1,,1,1,,1,1,1,1,1,1,4,4,4,4,3,2,1,2,0,0,1,9,0,6,1,2,1,6,,,,,,,5,0,0,0,0,2,72,3,10,0,1,1,3,10,3,0,2,43,50,53,5,50,48,6,1,4,1,3,10,12,5,8,7,4,6,1,11,2,3,9,3,1,1,1,1,1,1,1,1,1,1,,,2,1,3,2,,,2,2,4,5,2,5,2,1,1,45,,2,1,,,,,1,1,,,,,10,10,6,10,3.5,100,2,,2,4,2,6,2,,1,,,1,,,81,1,,,,,4,3,2,,,,,,,,,5,4,6,3,2,1,7,1,1,1,,,,,1,4,2,6,5,3,1,2,2,1,1,,,2,,1,,1
3/21/2021 18:20,3/21/2021 18:33,100,767,1,3/21/2021 18:33,1,4,3,1,2,2,3,3,3,,,,,,,,85,2,,1,1,1,,,,1,,1,1,4,2,2,4,2,4,2,2,0,0,1,7,0,9,9,6,3,5,1,1,,,1,1,2,1,2,7,0,80,65,8,6,5,9,8,6,10,2,0,26,67,59,51,45,74,50,24,49,52,9,50,3,2,9,5,1,8,12,4,7,11,10,6,4,,,,,,,,,,1,,,3,3,3,,,2,3,2,2,5,3,4,2,2,1,64,1,,,,,,,,,,,,,5,4,3,1,2.9,79,1,,2,5,1,2,1,1,,,,1,,76,25,1,,,,,4,4,2,,,1,,,,,,5,1,4,3,6,2,7,2,1,,,,,,1,2,1,3,5,4,6,2,2,1,,,1,2,,1,1,
3/21/2021 18:24,3/21/2021 18:33,100,575,1,3/21/2021 18:33,1,2,3,2,2,4,5,5,2,,,,,,,,50,2,1,1,1,1,,1,1,1,,1,2,4,3,2,4,3,2,5,3,0,2,3,6,0,7,0,1,3,5,1,1,1,1,1,1,4,,7,2,1,71,69,9,9,8,9,5,9,4,9,10,3,36,17,100,49,100,81,50,31,83,37,100,9,11,10,1,6,12,3,2,7,4,5,8,3,1,,,,,,1,1,,1,,,2,1,2,,,1,3,2,2,4,3,2,2,1,1,52,,3,,,,,1,1,1,,,,,10,10,10,10,3.4,28,1,,2,4,2,6,2,,1,,,1,,,100,1,,,,,5,4,2,,1,,,,,,,3,6,5,4,1,2,7,3,1,1,,1,1,,5,1,6,4,5,3,2,1,2,1,,,1,2,,1,,1
3/21/2021 18:24,3/21/2021 18:34,100,637,1,3/21/2021 18:34,1,4,4,1,2,5,,,,,,,,,,65,,,1,1,,,,,,,1,1,2,3,4,4,4,3,4,1,2,,4,3,7,1,1,5,,3,3,,,,,,,7,7,5,7,,20,65,7,,,4,1,,,,2,40,75,100,30,75,15,10,49,30,50,80,0,7,8,1,9,6,5,12,4,11,3,2,10,1,1,,,1,,,,,,1,,,3,3,1,,,1,4,1,1,5,5,2,4,3,3,80,2,,,,,,,,,,1,,1,9,4,5,10,3.3,90,1,,2,2,1,6,1,1,,,,1,,100,0,1,,,,,5,3,2,,,1,,,,,,2,3,5,4,6,1,7,3,,,1,,,,6,6,5,3,1,2,4,1,1,2,,,1,2,1,,1,
3/21/2021 18:26,3/21/2021 18:36,100,590,1,3/21/2021 18:36,1,2,3,1,2,2,4,4,1,,,,,,,,91,2,1,,,1,,1,,1,,,1,2,4,4,4,2,3,2,5,5,5,5,10,1,10,4,10,3,5,1,1,,,1,1,6,0,,3,,58,100,7,7,10,1,2,0,10,10,10,13,62,75,100,74,100,100,51,42,50,3,51,5,3,6,1,8,4,11,9,12,7,2,10,4,1,1,1,1,,,1,1,,1,1,,2,2,2,,2,,3,3,3,5,4,5,2,2,2,55,,2,1,,,,,1,,,,,,10,10,10,10,3.8,91,5,,2,3,1,5,2,,1,,,1,,49,76,1,,,,,2,4,2,,1,,,,,,,1,5,3,6,2,4,7,4,1,,,,,,1,6,3,4,5,1,2,2,1,2,,1,,2,,1,,1
3/21/2021 18:11,3/21/2021 18:37,100,1569,1,3/21/2021 18:37,1,3,4,2,2,5,,,,,,,,,,85,,,1,1,,1,,,,1,1,1,1,4,3,2,4,3,2,4,2,0,1,1,9,0,6,2,2,5,6,1,1,,1,1,1,2,,7,1,,64,81,8,3,0,0,3,1,7,2,0,0,43,56,35,100,85,56,66,16,49,83,53,7,10,2,3,1,11,6,4,9,12,5,8,3,,,,,,,,1,,1,,,2,3,3,2,,,1,2,2,2,2,5,2,1,1,67,3,,,,,1,1,,,,,,,5,7,10,3,2.4,87,8,,2,3,2,3,1,1,,,,1,,65,30,,,,1,,4,4,2,1,,1,,,,,,2,6,4,3,5,1,7,4,,1,,,,,2,6,2,4,5,3,1,1,2,1,1,,,2,1,,1,
3/21/2021 18:15,3/21/2021 18:38,100,1371,1,3/21/2021 18:38,1,2,6,2,1,2,,,,,,,,,,,70,10,1,1,1,1,,1,1,1,,1,2,4,5,5,4,2,2,5,1,3,1,3,6,,5,,1,2,5,1,1,1,1,1,1,7,2,5,,,25,85,8,8,4,8,4,9,10,10,10,90,20,61,10,100,24,48,75,80,25,14,50,7,11,2,12,5,4,3,1,10,9,6,8,3,,,,,,1,,,,1,,,1,1,3,,4,,3,2,2,5,4,2,2,3,4,40,,2,1,,,1,,1,,,,,1,7,1,4,3,3.7,80,2,,2,3,2,5,2,,1,,,1,,5,81,1,1,,,,3,3,2,,,,1,,,,,4,3,2,1,6,5,7,3,,1,,,,,2,1,5,4,3,6,2,2,2,1,,1,,2,,1,,1
3/21/2021 18:26,3/21/2021 18:40,100,860,1,3/21/2021 18:40,1,2,8,2,2,3,,,,,,,,,,5,,,,1,,1,,,,1,,,1,4,3,3,4,3,3,5,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,0,,5,12,7,4,6,2,11,9,3,8,10,1,,,,,,,,,,,,,,,,,1,,,,,,5,1,5,1,1,1,14,,3,,,,,,,,,,,,1,3,5,4,3.5,43,13,,2,5,1,1,1,1,,,,,,,,1,,,,,4,3,2,,,,,,,,,1,2,4,6,5,3,7,3,,,1,,,,3,4,2,5,3,1,6,2,1,2,1,,,2,1,,,1
3/16/2021 14:25,3/21/2021 18:45,100,447588,1,3/21/2021 18:45,1,3,5,1,2,4,,,,,,,,,,,71,10,1,1,1,1,,,,1,,,4,3,2,1,4,4,3,4,3,3,2,4,7,0,2,,0,1,4,1,1,1,1,1,1,7,7,2,7,1,71,49,8,2,5,8,2,2,8,3,3,29,51,69,69,99,70,21,32,71,68,70,50,8,2,9,11,12,6,4,10,7,3,1,5,4,1,1,,1,1,,1,,,1,,,2,1,3,2,,,2,3,3,3,3,3,3,3,2,80,2,,1,1,,,,,,,,,,10,10,10,10,2.8,80,2,,2,4,4,5,1,1,,,,1,,66,8,1,,,,,4,3,2,,,,1,,,,,5,6,1,3,2,4,7,2,1,,,,,,1,1,6,4,2,3,5,2,2,1,1,,,2,,1,1,
3/21/2021 18:34,3/21/2021 18:46,100,717,1,3/21/2021 18:46,1,2,5,2,1,2,,,,,,,,,,88,,0,1,1,1,1,,1,1,1,,1,1,2,3,4,4,2,2,4,2,0,5,1,8,0,2,4,3,3,4,1,1,,1,1,1,1,0,3,2,2,60,90,10,6,2,6,1,0,2,8,2,30,33,80,35,83,89,96,75,50,46,90,10,1,9,7,5,8,11,6,4,3,10,12,2,4,1,1,,1,,1,1,1,1,1,,,2,1,2,,,2,2,2,2,2,2,2,4,2,2,79,,2,,,,,1,1,,,,,,2,3,5,4,3.4,85,1,,2,4,2,5,2,,1,,,1,,3,97,1,,,,,4,3,2,,,1,,,,,,5,2,4,6,1,3,7,2,1,,1,,,,1,2,4,5,3,6,1,2,2,1,,,1,2,1,,,1
3/21/2021 18:39,3/21/2021 18:47,100,463,1,3/21/2021 18:47,1,2,2,1,2,5,5,5,3,,,,,,,,99,,1,1,1,1,,1,1,1,,1,3,4,2,2,4,4,2,4,2,3,3,1,7,2,3,1,1,5,6,1,1,1,,1,1,2,,3,1,1,90,59,7,3,2,7,1,1,5,1,1,2,76,51,65,51,71,3,50,7,57,54,58,10,1,6,7,8,12,4,3,5,9,2,11,3,1,,,,,,,,,1,,,3,2,2,2,,,3,2,2,3,2,4,2,2,1,55,,2,,,,1,1,,,,,,,2,0,2,4,3.5,90,1,,2,3,5,5,2,,1,,,1,,38,54,,,,1,,2,3,2,,1,1,,,,,,1,3,5,2,6,4,7,1,,,,,1,,6,2,5,1,4,3,6,3,2,1,1,,,2,,1,,1
3/21/2021 18:39,3/21/2021 18:48,100,562,1,3/21/2021 18:48,1,2,3,1,2,3,5,5,1,,,,,,,,68,4,1,1,1,1,,1,1,1,,,2,4,4,2,4,2,5,2,2,0,0,0,5,0,7,0,3,2,5,1,1,1,1,1,1,1,1,4,2,0,80,95,8,9,7,10,10,10,10,6,6,0,80,15,85,74,90,80,30,15,50,25,50,1,10,7,3,11,12,9,4,5,2,6,8,3,1,1,,,,,1,1,1,1,,,1,2,3,,2,,2,2,1,5,2,4,1,1,1,50,2,,,,,1,,1,,1,,,,2,2,3,0,3.6,70,5,,1,4,2,5,2,,1,,,1,,18,82,1,,,,,2,3,2,,1,,,,,,,5,2,4,6,3,1,7,3,,,1,,,,6,5,4,1,3,6,2,2,1,2,,1,,2,,1,1,
3/21/2021 18:35,3/21/2021 18:51,100,947,1,3/21/2021 18:51,1,2,1,2,2,3,3,4,2,,,,,,,,80,0,1,,,1,,,1,1,,1,2,3,4,4,3,3,4,5,2,0,0,0,7,2,6,2,2,3,3,1,1,,,1,1,5,5,2,1,,100,85,10,4,7,8,6,1,8,1,5,0,43,3,55,30,100,0,36,0,55,66,6,5,1,10,3,11,6,12,8,2,4,7,9,3,,1,,,,,,1,,,,,2,2,4,,,4,3,2,3,2,2,4,1,1,1,30,,3,,,,,1,,,1,,,,2,0,0,4,3.6,80,11,,2,1,1,1,2,,1,,,1,,41,68,1,,,,,4,3,2,1,,,,,,,,1,2,6,3,4,5,7,1,1,,1,,1,,6,1,4,3,5,2,6,2,2,1,,,1,2,,1,,1
3/21/2021 18:43,3/21/2021 18:55,100,671,1,3/21/2021 18:55,1,1,4,2,2,5,,,,,,,,,,85,,0,,,1,1,,1,,1,,1,2,1,1,3,3,3,2,5,2,4,5,1,7,6,4,4,1,4,5,1,1,1,,1,1,5,,4,7,1,76,85,7,5,4,6,,0,10,0,0,40,51,80,100,100,75,100,50,100,100,84,73,10,2,4,11,7,1,12,8,9,6,5,3,3,1,1,1,,,,1,,,1,,,2,1,2,,,1,2,1,3,4,5,5,2,2,1,77,3,,,,,,,1,1,,,,1,5,5,10,10,3.2,96,4,,2,2,4,5,1,1,,,,1,,84,14,1,,,,,4,4,2,,,1,,,,,,1,5,4,6,2,3,7,4,1,,,,,,1,4,3,2,1,5,6,1,1,2,,,1,2,1,,1,
3/21/2021 18:44,3/21/2021 18:55,100,684,1,3/21/2021 18:55,1,4,6,2,2,3,,,,,,,,,,90,,0,1,1,1,1,,,1,1,,1,2,2,3,3,4,3,3,4,1,0,7,1,6,2,3,2,1,2,4,1,1,,,1,1,5,0,1,1,0,70,80,8,5,,5,1,1,5,0,0,34,7,51,14,84,52,31,74,73,51,60,69,3,12,9,5,8,10,11,6,4,7,1,2,3,1,1,,,,,1,1,,,,,2,2,3,2,,,3,3,3,5,3,3,3,3,2,21,3,,,1,,1,,,,,,,1,10,10,10,5,3.5,75,5,,2,2,3,5,2,,1,,,1,,0,100,1,,,,,4,4,2,,,,1,,,,,3,6,4,5,2,1,7,1,,1,1,,,,6,3,2,5,4,6,1,2,2,1,1,,,2,1,,1,
3/21/2021 18:21,3/21/2021 18:59,100,2247,1,3/21/2021 18:59,1,3,2,1,2,1,3,4,2,,,,,,,76,,1,1,,,1,,1,,1,,1,2,4,4,4,4,2,2,4,3,0,8,3,10,2,9,0,10,2,3,1,1,,,1,1,7,4,6,,,81,51,7,6,,,,,5,,,22,51,67,50,78,88,50,58,50,11,31,91,10,4,11,7,3,12,9,2,8,5,1,6,4,1,1,,1,,,1,1,1,1,,,2,2,3,,2,,2,2,2,5,5,4,3,3,3,62,,1,1,,,1,,1,,,,,1,10,10,10,10,3.7,91,13,,2,1,2,2,2,,1,,,1,,,82,1,,,,,4,3,2,,,1,,,,,,3,6,4,5,2,1,7,3,1,,1,,,,1,3,4,1,5,6,2,2,1,2,,1,,2,1,,,1
3/21/2021 19:03,3/21/2021 19:15,100,720,1,3/21/2021 19:15,1,2,3,1,2,3,4,5,2,,,,,,,,70,3,1,1,1,1,,1,1,1,,1,2,4,4,2,3,4,5,2,2,3,4,3,6,1,2,2,2,4,6,,1,1,1,1,1,6,0,3,0,1,72,33,10,7,2,4,6,6,9,3,6,15,41,69,91,93,85,40,16,56,21,78,98,9,6,1,5,8,4,12,11,2,7,10,3,4,,1,,,,,1,1,,1,,,1,1,2,2,,,2,1,2,5,4,2,4,2,1,71,,1,1,,,1,,1,,,,,1,8,7,2,3,3.4,90,2,,2,3,3,6,2,,1,,,1,,3,96,1,,,,,5,4,2,,,1,,,,,,2,6,4,1,5,3,7,1,,,1,,1,,3,6,4,1,2,5,3,1,1,2,1,,,2,,1,,1
3/21/2021 19:07,3/21/2021 19:19,100,735,1,3/21/2021 19:19,1,3,5,1,1,2,,,,,,,,,,87,,2,1,,1,1,,1,1,1,,,2,2,3,2,4,3,4,2,3,0,1,3,7,1,5,1,2,3,5,1,,1,,1,1,6,,6,,,30,62,7,3,5,8,3,2,8,6,6,50,50,38,32,15,75,75,45,51,50,39,50,5,4,10,1,7,2,9,11,8,6,12,3,2,1,1,,1,,,1,1,1,1,,,1,2,3,,,4,2,1,2,5,4,2,2,3,1,21,,2,1,,,1,,1,,,,,1,10,10,7,10,3.7,98,5,,2,3,2,5,2,,1,,,1,,31,73,1,,,,,4,4,2,,,1,,,1,,,3,5,2,1,4,6,7,3,,1,,,,,1,2,3,4,1,6,5,3,1,2,,,1,2,1,,,1
3/21/2021 19:04,3/21/2021 19:26,100,1329,1,3/21/2021 19:26,1,3,4,1,2,3,,,,,,,,,,92,,0,1,1,,,,,,,,1,2,2,4,5,3,3,2,2,2,4,4,1,8,1,1,1,3,2,2,,,,,1,1,3,4,2,3,,92,85,10,7,4,9,2,1,3,8,,70,72,79,50,85,50,64,87,50,89,91,3,10,6,4,11,5,9,8,7,2,1,3,12,1,,,,,,,,,,1,,,3,3,2,,,3,3,3,3,3,3,3,3,3,3,50,3,,,,,1,,,,,,,,9,6,4,8,3,86,13,,2,3,2,3,1,1,,,,1,,91,47,,,,1,,3,3,2,,,1,,,,,,1,5,4,3,6,2,7,4,1,1,,,,,6,4,6,2,5,3,1,2,2,1,,,1,2,1,,1,
3/21/2021 19:18,3/21/2021 19:30,100,714,1,3/21/2021 19:30,1,2,6,2,2,4,,,,,,,,,,,92,,1,1,1,1,,1,1,1,,1,2,1,5,5,3,3,2,4,4,0,2,1,1,0,5,1,2,2,4,1,1,,1,,1,5,3,5,3,1,82,80,7,4,9,9,3,0,10,,,40,39,99,51,72,51,99,50,53,,19,,2,7,10,8,9,1,5,4,12,3,11,6,3,,,,1,,,,,,1,,,3,1,3,2,,,3,3,3,3,3,5,3,3,2,74,,3,1,,,,,1,,,1,,,6,10,10,10,2.7,91,5,,2,3,5,6,2,,1,,,1,,0,100,1,,,,,4,3,2,,,,1,,,,,1,4,3,2,6,5,7,3,1,,,,1,,2,6,1,4,5,3,2,2,1,2,1,,,2,,1,,1
3/21/2021 19:24,3/21/2021 19:35,100,661,1,3/21/2021 19:35,1,3,3,2,2,3,1,4,2,,,,,,,,80,,,,,1,,1,1,1,1,,2,5,2,5,4,4,4,2,2,0,2,0,9,0,3,3,2,5,6,1,1,1,1,1,1,3,1,,,1,41,90,5,3,3,2,2,,3,1,,3,20,45,11,10,60,54,0,11,2,100,2,3,1,10,12,5,4,9,7,2,6,8,11,3,,,,,,,,,,,,1,3,3,1,,1,,3,3,3,3,2,1,3,2,2,61,3,,,,,,,,,,,,,2,10,10,5,3.8,50,1,,2,4,1,2,1,1,,,,1,,87,12,,,,,1,3,3,2,1,,1,,,,,,1,3,6,2,4,5,7,4,1,,,,,,6,5,4,3,1,2,6,2,1,2,,1,,2,,1,1,
3/21/2021 19:23,3/21/2021 19:36,100,787,1,3/21/2021 19:36,1,2,2,1,2,1,5,5,1,,,,,,,,91,0,1,,,1,,1,1,1,,,2,2,4,4,4,2,2,3,3,0,2,3,6,0,10,1,1,4,5,1,1,1,,1,1,4,7,7,2,,80,29,7,5,2,4,7,9,7,1,,4,80,30,100,80,100,90,100,25,93,60,80,11,9,6,1,7,3,12,5,10,4,8,2,3,,,,,,,,,,,,1,1,1,2,1,,,2,1,1,5,4,5,1,1,1,59,,3,,,,,,1,1,1,,1,1,10,5,10,3,3.8,94,2,,2,3,4,6,2,,1,,,1,,0,100,1,,,,,4,3,2,,1,,,,,,,1,3,5,2,6,4,7,4,1,,,,,,6,4,1,6,5,3,2,1,1,2,1,,,2,,1,,1
3/21/2021 19:23,3/21/2021 19:37,100,844,1,3/21/2021 19:37,1,4,5,2,2,3,,,,,,,,,,100,,,1,,,1,,1,1,1,,,2,4,4,3,4,3,3,4,2,2,7,0,7,,,1,2,4,4,1,1,,,1,1,3,3,3,,1,77,64,8,2,1,2,1,,2,,4,37,51,60,40,60,60,41,51,40,50,50,51,9,2,6,3,8,7,10,12,5,4,11,1,1,,,,,,,,,,,,,2,2,2,,,2,3,3,3,3,3,2,4,3,3,,3,,,,,1,,,,,1,,,2,10,2,6,4,60,1,,1,2,5,7,2,,1,,,1,,10,93,,1,,,,3,2,1,,,1,,,,,,1,2,4,5,6,3,7,3,,1,,,,,6,3,1,5,2,4,6,2,2,1,,,1,2,1,,1,
3/21/2021 18:01,3/21/2021 19:51,100,6605,1,3/21/2021 19:51,1,2,2,1,2,5,5,5,3,,,,,,,65,,1,1,1,1,1,,,1,1,,1,2,4,2,4,4,4,4,5,1,0,3,0,9,0,6,1,1,1,3,1,1,1,1,1,1,3,2,7,6,5,87,86,10,7,8,10,0,0,7,1,0,1,72,30,67,64,100,10,31,26,18,25,,8,2,12,5,10,4,7,1,6,9,11,3,3,,,,1,,,,,1,1,,,2,3,2,,1,,3,2,4,5,4,2,2,1,1,32,,,,,,1,,,1,,1,,,2,4,3,3,3.6,89,13,,2,3,1,1,2,,1,,,3,,35,77,1,,,,,3,4,2,,,,,,,,,6,2,3,5,4,1,7,2,,1,1,,1,,2,4,5,3,2,1,6,1,2,1,,1,,2,1,,,1
3/16/2021 14:21,3/21/2021 19:55,100,451995,1,3/21/2021 19:55,1,3,5,2,2,3,,,,,,,,,,90,,5,1,1,1,1,,1,1,1,,,2,2,4,2,4,2,2,2,3,0,4,1,5,2,4,1,6,3,4,1,,1,,1,1,3,2,2,0,1,70,55,10,8,3,8,7,8,4,1,1,40,40,75,60,85,80,75,70,60,50,80,50,10,12,7,5,2,4,9,11,8,3,6,1,1,,,,1,,,,,,1,,,2,2,3,,2,,3,3,3,5,2,4,4,2,2,80,2,,,,,1,1,1,,,1,,1,2,,2,3,3.9,95,5,,1,3,3,6,2,,1,,,1,,30,71,1,,,,,3,1,1,,,1,,,,,,5,6,4,2,1,3,7,2,,,1,,,,3,6,4,1,3,2,5,3,1,2,,1,,2,1,,1,
